id,filename,suggested_alt_es,suggested_alt_en,project,service
f0937fa164a3,American_Mask_03-150x150.jpg,Proyecto 150x150: American Mask 03 150x150,Project 150x150: American Mask 03 150x150,150x150,
fc47ceabecd7,Suenos_Lucas_02-196x300.jpg,Proyecto 196x300: Suenos Lucas 02 196x300,Project 196x300: Suenos Lucas 02 196x300,196x300,
634937817701,Equilibrio_08-99999x500.jpg,Proyecto 99999x500: Equilibrio 08 99999x500,Project 99999x500: Equilibrio 08 99999x500,99999x500,
98cac032bcc8,Restoration_02-574x400.jpg,Proyecto restoration: Restoration 02 574x400,Project restoration: Restoration 02 574x400,restoration,restoration
93121de65cd8,Welding_Polish_07-272x182.jpg,Proyecto 272x182: Welding Polish 07 272x182,Project 272x182: Welding Polish 07 272x182,272x182,welding-polish
0e7d64434c31,Suenos_Lucas_01-99999x500.jpg,Proyecto 99999x500: Suenos Lucas 01 99999x500,Project 99999x500: Suenos Lucas 01 99999x500,99999x500,
5c841084ae8b,Bronze_Aluminum_Casting_06-599x400.jpg,Proyecto aluminum: Bronze Aluminum Casting 06 599x400,Project aluminum: Bronze Aluminum Casting 06 599x400,aluminum,bronze-casting
3e9e61b54c17,La_Gran_Carroza_03-150x150.jpg,Proyecto 150x150: La Gran Carroza 03 150x150,Project 150x150: La Gran Carroza 03 150x150,150x150,
db5a0e8cf919,Alexander_Arrechea_08.jpg,Proyecto alexander: Alexander Arrechea 08,Project alexander: Alexander Arrechea 08,alexander,
c408d45de13d,Serena_05-300x186.jpg,Proyecto 300x186: Serena 05 300x186,Project 300x186: Serena 05 300x186,300x186,
15c3f6db1d8e,Sculture__Modeling_13-600x400.jpg,Proyecto 600x400: Sculture  Modeling 13 600x400,Project 600x400: Sculture  Modeling 13 600x400,600x400,sculpture-modeling
8059dc6c96ad,el-beso_Final-559x450.jpg,Proyecto beso: el beso Final 559x450,Project beso: el beso Final 559x450,beso,
28fedeef9f19,Eva_01-220x300.jpg,Proyecto eva: Eva 01 220x300,Project eva: Eva 01 220x300,eva,
3790155f8c9a,Bronze_Aluminum_Casting_06-272x182.jpg,Proyecto 272x182: Bronze Aluminum Casting 06 272x182,Project 272x182: Bronze Aluminum Casting 06 272x182,272x182,bronze-casting
fa2a23247329,American_Mask_02-768x477.jpg,Proyecto 768x477: American Mask 02 768x477,Project 768x477: American Mask 02 768x477,768x477,
222037f8deec,Welding_Polish_17-600x400.jpg,Proyecto 600x400: Welding Polish 17 600x400,Project 600x400: Welding Polish 17 600x400,600x400,welding-polish
64f392485845,Maximo_Gomez_02-800x800.jpg,Proyecto gomez: Maximo Gomez 02 800x800,Project gomez: Maximo Gomez 02 800x800,gomez,
48f7640f57c1,Maquina_de_Coser_10-768x477.jpg,Proyecto 768x477: Maquina de Coser 10 768x477,Project 768x477: Maquina de Coser 10 768x477,768x477,
32fef1d612a9,Granite_Bases__Mounting_02-150x150.jpg,Proyecto 150x150: Granite Bases  Mounting 02 150x150,Project 150x150: Granite Bases  Mounting 02 150x150,150x150,granite-bases
997d5164e5f5,Water-_Jet_04-150x150.jpg,Proyecto 150x150: Water  Jet 04 150x150,Project 150x150: Water  Jet 04 150x150,150x150,water-jet
b2f28ef29099,El_Gran_Viaje_01-600x400.jpg,Proyecto 600x400: El Gran Viaje 01 600x400,Project 600x400: El Gran Viaje 01 600x400,600x400,
5d5a2b5a900a,Poco_Nosotros_05-500x99999.jpg,Proyecto 500x99999: Poco Nosotros 05 500x99999,Project 500x99999: Poco Nosotros 05 500x99999,500x99999,
388d56488223,Armonia_13-768x477.jpg,Proyecto 768x477: Armonia 13 768x477,Project 768x477: Armonia 13 768x477,768x477,
c508ee3183a1,Durga_Ma_05-500x450.jpg,Proyecto 500x450: Durga Ma 05 500x450,Project 500x450: Durga Ma 05 500x450,500x450,
5c3748cb3b17,American_Dream_03-150x150.jpg,Proyecto 150x150: American Dream 03 150x150,Project 150x150: American Dream 03 150x150,150x150,
832a588ceaf0,patina_16-768x576.jpg,Proyecto patina: patina 16 768x576,Project patina: patina 16 768x576,patina,patina
45f5c087e030,Reflexion_05.jpg,Proyecto reflexion: Reflexion 05,Project reflexion: Reflexion 05,reflexion,
e811b9024b12,Silicon_Rubber_Molding_19-768x407.jpg,Proyecto molding: Silicon Rubber Molding 19 768x407,Project molding: Silicon Rubber Molding 19 768x407,molding,silicon-rubber-molding
7a23fc9fc116,Saltamonte_10-768x477.jpg,Proyecto 768x477: Saltamonte 10 768x477,Project 768x477: Saltamonte 10 768x477,768x477,
a1df8eb9b4ea,Resine_Casting_Service_01-272x182.jpg,Proyecto 272x182: Resine Casting Service 01 272x182,Project 272x182: Resine Casting Service 01 272x182,272x182,bronze-casting
a9a123766159,home-run-art-foundry02-600x400.jpg,Proyecto 600x400: home run art foundry02 600x400,Project 600x400: home run art foundry02 600x400,600x400,bronze-casting
8ac1adede279,Micaela_11-350x350.jpg,Proyecto 350x350: Micaela 11 350x350,Project 350x350: Micaela 11 350x350,350x350,
6ff0b9b53482,Eva_05.jpg,Proyecto eva: Eva 05,Project eva: Eva 05,eva,
0bd13c75a433,American_Mask_01-300x186.jpg,Proyecto 300x186: American Mask 01 300x186,Project 300x186: American Mask 01 300x186,300x186,
d651f9fe30fb,Maquina_de_Coser_02-272x182.jpg,Proyecto 272x182: Maquina de Coser 02 272x182,Project 272x182: Maquina de Coser 02 272x182,272x182,
928bbfe41f85,Remember-272x182.jpg,Proyecto 272x182: Remember 272x182,Project 272x182: Remember 272x182,272x182,
44560cd970f0,home-run-art-foundry01-300x177.jpg,Proyecto home: home run art foundry01 300x177,Project home: home run art foundry01 300x177,home,bronze-casting
31f67249eccd,Equilibrio_09-99999x500.jpg,Proyecto 99999x500: Equilibrio 09 99999x500,Project 99999x500: Equilibrio 09 99999x500,99999x500,
b3c6f371d0a9,Poco_Nosotros_06-223x300.jpg,Proyecto nosotros: Poco Nosotros 06 223x300,Project nosotros: Poco Nosotros 06 223x300,nosotros,
8324e29ce15a,Durga_Ma_08.jpg,Proyecto durga: Durga Ma 08,Project durga: Durga Ma 08,durga,
eac0e4d87c6b,Clementina-150x150.jpg,Proyecto 150x150: Clementina 150x150,Project 150x150: Clementina 150x150,150x150,
2b1204fbff93,Micaela_10-600x400.jpg,Proyecto 600x400: Micaela 10 600x400,Project 600x400: Micaela 10 600x400,600x400,
7999f8544b3b,Water-_Jet_10-514x400.jpg,Proyecto jet: Water  Jet 10 514x400,Project jet: Water  Jet 10 514x400,jet,water-jet
e81adb0a7a51,Armonia_02-300x186.jpg,Proyecto 300x186: Armonia 02 300x186,Project 300x186: Armonia 02 300x186,300x186,
b915771aadbe,Figure_Who_Defines.jpg,RUN Art Foundry: Figure Who Defines,RUN Art Foundry: Figure Who Defines,,
12b6560ef7c0,Micaela_06-800x450.jpg,Proyecto 800x450: Micaela 06 800x450,Project 800x450: Micaela 06 800x450,800x450,
0eea4f63f0a1,Maquina_de_Coser_04-300x186.jpg,Proyecto 300x186: Maquina de Coser 04 300x186,Project 300x186: Maquina de Coser 04 300x186,300x186,
ce450204e644,Wax_Casting_05-198x300.jpg,Proyecto wax: Wax Casting 05 198x300,Project wax: Wax Casting 05 198x300,wax,bronze-casting
888fd500761f,sculpture-enlargement_03-199x300.jpg,Proyecto enlargement: sculpture enlargement 03 199x300,Project enlargement: sculpture enlargement 03 199x300,enlargement,sculpture-modeling
4539c02a37d1,Reflexion_01.jpg,Proyecto reflexion: Reflexion 01,Project reflexion: Reflexion 01,reflexion,
33b629648f2b,Viaje_Fantastico_Fabelo_05-161000x99999.jpg,Proyecto fabelo: Viaje Fantastico Fabelo 05 161000x99999,Project fabelo: Viaje Fantastico Fabelo 05 161000x99999,fabelo,
5fa3ee808bff,Contra_Corriente_02.jpg,Proyecto contra: Contra Corriente 02,Project contra: Contra Corriente 02,contra,
9f79e7c4d2e5,Saltamonte_10.jpg,Proyecto saltamonte: Saltamonte 10,Project saltamonte: Saltamonte 10,saltamonte,
e9c6c963e9e2,Marble-Sculpture_03-528x400.jpg,Proyecto marble: Marble Sculpture 03 528x400,Project marble: Marble Sculpture 03 528x400,marble,sculpture-modeling
95394e670e47,Clementina_09-99999x500.jpg,Proyecto 99999x500: Clementina 09 99999x500,Project 99999x500: Clementina 09 99999x500,99999x500,
430fd77176bc,Equilibrio_10-272x182.jpg,Proyecto 272x182: Equilibrio 10 272x182,Project 272x182: Equilibrio 10 272x182,272x182,
5cf1418963c2,Bronze_Aluminum_Casting_08-150x150.jpg,Proyecto 150x150: Bronze Aluminum Casting 08 150x150,Project 150x150: Bronze Aluminum Casting 08 150x150,150x150,bronze-casting
6a3f042ee51d,Clementina_08-150x150.jpg,Proyecto 150x150: Clementina 08 150x150,Project 150x150: Clementina 08 150x150,150x150,
f00a363c9a1b,Poco_Nosotros_03-768x477.jpg,Proyecto 768x477: Poco Nosotros 03 768x477,Project 768x477: Poco Nosotros 03 768x477,768x477,
b90b2b1c02ae,Dancer_03.jpg,Proyecto dancer: Dancer 03,Project dancer: Dancer 03,dancer,
cf0ad49a9ee3,Armonia_23-272x182.jpg,Proyecto 272x182: Armonia 23 272x182,Project 272x182: Armonia 23 272x182,272x182,
f05682c9fb8c,patina_21-468x400.jpg,Proyecto patina: patina 21 468x400,Project patina: patina 21 468x400,patina,patina
71428aafb956,Las_Cosas_Cambian_by_The_Merger-150x150.jpg,Proyecto 150x150: Las Cosas Cambian by The Merger 150x150,Project 150x150: Las Cosas Cambian by The Merger 150x150,150x150,
046e8d06b553,Serena_09.jpg,Proyecto serena: Serena 09,Project serena: Serena 09,serena,
65b8941591b0,Poco_Nosotros_06.jpg,Proyecto nosotros: Poco Nosotros 06,Project nosotros: Poco Nosotros 06,nosotros,
4be4deb84628,el-beso_Final_back-150x150.jpg,Proyecto 150x150: el beso Final back 150x150,Project 150x150: el beso Final back 150x150,150x150,
55251de8e2e3,Saltamonte_01-272x182.jpg,Proyecto 272x182: Saltamonte 01 272x182,Project 272x182: Saltamonte 01 272x182,272x182,
657a0610dfa6,Oil_Paint_01-600x400.jpg,Proyecto 600x400: Oil Paint 01 600x400,Project 600x400: Oil Paint 01 600x400,600x400,oil-in-bronze
a9504262c65d,Poco_Nosotros_05-600x400.jpg,Proyecto 600x400: Poco Nosotros 05 600x400,Project 600x400: Poco Nosotros 05 600x400,600x400,
5c07add1f448,Silicon_Rubber_Molding_03-272x182.jpg,Proyecto 272x182: Silicon Rubber Molding 03 272x182,Project 272x182: Silicon Rubber Molding 03 272x182,272x182,silicon-rubber-molding
d409bdefb356,Reflexion_06-272x182.jpg,Proyecto 272x182: Reflexion 06 272x182,Project 272x182: Reflexion 06 272x182,272x182,
8ea034f174b1,Silicon_Rubber_Molding_19-300x159.jpg,Proyecto molding: Silicon Rubber Molding 19 300x159,Project molding: Silicon Rubber Molding 19 300x159,molding,silicon-rubber-molding
1eb5919d8099,Contra_Corriente_02-768x477.jpg,Proyecto 768x477: Contra Corriente 02 768x477,Project 768x477: Contra Corriente 02 768x477,768x477,
21fbeb7313f6,el-beso_Final_back-99999x500.jpg,Proyecto 99999x500: el beso Final back 99999x500,Project 99999x500: el beso Final back 99999x500,99999x500,
66e54cb503ec,Suenos_Lucas_04-99999x500.jpg,Proyecto 99999x500: Suenos Lucas 04 99999x500,Project 99999x500: Suenos Lucas 04 99999x500,99999x500,
a3d61161b841,Sculture__Modeling_01.jpg,Proyecto modeling: Sculture  Modeling 01,Project modeling: Sculture  Modeling 01,modeling,sculpture-modeling
20073c7f8669,Bronze_Aluminum_Casting_12-300x196.jpg,Proyecto aluminum: Bronze Aluminum Casting 12 300x196,Project aluminum: Bronze Aluminum Casting 12 300x196,aluminum,bronze-casting
586b532f6ed0,Ceramic_Shell_09-272x182.jpg,Proyecto 272x182: Ceramic Shell 09 272x182,Project 272x182: Ceramic Shell 09 272x182,272x182,ceramic-shell
58bedbaad62b,Ceramic_Shell_15-169x300.jpg,Proyecto 169x300: Ceramic Shell 15 169x300,Project 169x300: Ceramic Shell 15 169x300,169x300,ceramic-shell
5fa2e81baed1,Engineering01-300x222.jpg,Servicio engineering: Engineering01 300x222,Service engineering: Engineering01 300x222,,engineering
80069e9cd1fd,Suenos_Lucas_04-150x150.jpg,Proyecto 150x150: Suenos Lucas 04 150x150,Project 150x150: Suenos Lucas 04 150x150,150x150,
f7e9936ae6e1,Carlos_Manuel_de_Cespedes_03-350x350.jpg,Proyecto 350x350: Carlos Manuel de Cespedes 03 350x350,Project 350x350: Carlos Manuel de Cespedes 03 350x350,350x350,
8e39478d5cf6,sculpture-enlargement_07-272x182.jpg,Proyecto 272x182: sculpture enlargement 07 272x182,Project 272x182: sculpture enlargement 07 272x182,272x182,sculpture-modeling
9b4279a89ace,Remember_01.jpg,RUN Art Foundry: Remember 01,RUN Art Foundry: Remember 01,,
0f47fdb8d8b9,Sculture__Modeling_03-150x150.jpg,Proyecto 150x150: Sculture  Modeling 03 150x150,Project 150x150: Sculture  Modeling 03 150x150,150x150,sculpture-modeling
c8db25e30f69,Sculture__Modeling_11-768x461.jpg,Proyecto modeling: Sculture  Modeling 11 768x461,Project modeling: Sculture  Modeling 11 768x461,modeling,sculpture-modeling
878b59aedd9e,Serena_01-300x186.jpg,Proyecto 300x186: Serena 01 300x186,Project 300x186: Serena 01 300x186,300x186,
0b974d5ea355,Reflexion_09-150x150.jpg,Proyecto 150x150: Reflexion 09 150x150,Project 150x150: Reflexion 09 150x150,150x150,
1f36ae15c165,Armonia_23-1-150x150.jpg,Proyecto 150x150: Armonia 23 1 150x150,Project 150x150: Armonia 23 1 150x150,150x150,
7f4da6270fe5,Bronze_02.jpg,Servicio bronze-casting: Bronze 02,Service bronze-casting: Bronze 02,,bronze-casting
356f07e098d8,Armonia_02-150x150.jpg,Proyecto 150x150: Armonia 02 150x150,Project 150x150: Armonia 02 150x150,150x150,
57d2beca8792,American_Mask_06-253x300.jpg,Proyecto american: American Mask 06 253x300,Project american: American Mask 06 253x300,american,
3a24d9658edc,Saltamonte_07-222x300.jpg,Proyecto saltamonte: Saltamonte 07 222x300,Project saltamonte: Saltamonte 07 222x300,saltamonte,
051760a841ca,Poco_Nosotros_05-768x477.jpg,Proyecto 768x477: Poco Nosotros 05 768x477,Project 768x477: Poco Nosotros 05 768x477,768x477,
29b1f4c689b7,patina_03.jpg,Proyecto patina: patina 03,Project patina: patina 03,patina,patina
ec8dff473556,Armonia_13-600x400.jpg,Proyecto 600x400: Armonia 13 600x400,Project 600x400: Armonia 13 600x400,600x400,
475f97e08f04,Wax_Casting_09-272x182.jpg,Proyecto 272x182: Wax Casting 09 272x182,Project 272x182: Wax Casting 09 272x182,272x182,bronze-casting
d3f4ebb1645b,Armonia_26-1-150x150.jpg,Proyecto 150x150: Armonia 26 1 150x150,Project 150x150: Armonia 26 1 150x150,150x150,
bca28337d42f,Silicon_Rubber_Molding_17-139x300.jpg,Proyecto molding: Silicon Rubber Molding 17 139x300,Project molding: Silicon Rubber Molding 17 139x300,molding,silicon-rubber-molding
c91f3c6801a2,Serena_01.jpg,Proyecto serena: Serena 01,Project serena: Serena 01,serena,
2d270f951339,Reflexion_09-768x868.jpg,Proyecto reflexion: Reflexion 09 768x868,Project reflexion: Reflexion 09 768x868,reflexion,
a0e69a26c7b8,Alexander_Arrechea_13-99999x500.jpg,Proyecto 99999x500: Alexander Arrechea 13 99999x500,Project 99999x500: Alexander Arrechea 13 99999x500,99999x500,
803046268230,Durga_Ma_03-595x400.jpg,Proyecto durga: Durga Ma 03 595x400,Project durga: Durga Ma 03 595x400,durga,
8190853b6df0,Ballerina_02-765x1024.jpg,Proyecto ballerina: Ballerina 02 765x1024,Project ballerina: Ballerina 02 765x1024,ballerina,
9b61bd876807,La_Gran_Carroza_07-150x150.jpg,Proyecto 150x150: La Gran Carroza 07 150x150,Project 150x150: La Gran Carroza 07 150x150,150x150,
d18907406fa0,Durga_Ma_10-150x150.jpg,Proyecto 150x150: Durga Ma 10 150x150,Project 150x150: Durga Ma 10 150x150,150x150,
b61f5735acc7,Micaela_06-600x400.jpg,Proyecto 600x400: Micaela 06 600x400,Project 600x400: Micaela 06 600x400,600x400,
bebae0719801,Alexander_Arrechea_12-166x300.jpg,Proyecto alexander: Alexander Arrechea 12 166x300,Project alexander: Alexander Arrechea 12 166x300,alexander,
f3f25fea4a0b,Las_Cosas_Cambian_by_The_Merger-768x510.jpg,RUN Art Foundry: Las Cosas Cambian by The Merger 768x510,RUN Art Foundry: Las Cosas Cambian by The Merger 768x510,,
5868314724df,Bronze_Aluminum_Casting_09-169x300.jpg,Proyecto 169x300: Bronze Aluminum Casting 09 169x300,Project 169x300: Bronze Aluminum Casting 09 169x300,169x300,bronze-casting
9951debab67e,Lira_10-150x150.jpg,Proyecto 150x150: Lira 10 150x150,Project 150x150: Lira 10 150x150,150x150,
3b196a4b5403,Maquina_de_Coser_05-99999x500.jpg,Proyecto 99999x500: Maquina de Coser 05 99999x500,Project 99999x500: Maquina de Coser 05 99999x500,99999x500,
59b1547e7501,Equilibrio_03-595x400.jpg,Proyecto equilibrio: Equilibrio 03 595x400,Project equilibrio: Equilibrio 03 595x400,equilibrio,
1d3c6abbe50b,Water-_Jet_05-768x432.jpg,Proyecto 768x432: Water  Jet 05 768x432,Project 768x432: Water  Jet 05 768x432,768x432,water-jet
28453a51a106,Ceramic_Shell_01-272x182.jpg,Proyecto 272x182: Ceramic Shell 01 272x182,Project 272x182: Ceramic Shell 01 272x182,272x182,ceramic-shell
34bbdd2c4d22,Alexander_Arrechea_10-167x300.jpg,Proyecto alexander: Alexander Arrechea 10 167x300,Project alexander: Alexander Arrechea 10 167x300,alexander,
ff50e359ced9,Welding_Polish_17.jpg,Proyecto polish: Welding Polish 17,Project polish: Welding Polish 17,polish,welding-polish
9094dab4c814,Armonia_23-800x450.jpg,Proyecto 800x450: Armonia 23 800x450,Project 800x450: Armonia 23 800x450,800x450,
d1f059140404,Sculture__Modeling_15-508x400.jpg,Proyecto modeling: Sculture  Modeling 15 508x400,Project modeling: Sculture  Modeling 15 508x400,modeling,sculpture-modeling
a457a19ae5bd,Poco_Nosotros_04-161x300.jpg,Proyecto nosotros: Poco Nosotros 04 161x300,Project nosotros: Poco Nosotros 04 161x300,nosotros,
d71a24111c9a,Remember.jpg,RUN Art Foundry: Remember,RUN Art Foundry: Remember,,
b559a448d64c,Suenos_Lucas_08-150x150.jpg,Proyecto 150x150: Suenos Lucas 08 150x150,Project 150x150: Suenos Lucas 08 150x150,150x150,
9f4be787a348,Sculture__Modeling_24-600x400.jpg,Proyecto 600x400: Sculture  Modeling 24 600x400,Project 600x400: Sculture  Modeling 24 600x400,600x400,sculpture-modeling
0e79359c8abd,Viaje_Fantastico_Fabelo_15-99999x500.jpg,Proyecto 99999x500: Viaje Fantastico Fabelo 15 99999x500,Project 99999x500: Viaje Fantastico Fabelo 15 99999x500,99999x500,
0675d2b84b12,Silicon_Rubber_Molding_19-150x150.jpg,Proyecto 150x150: Silicon Rubber Molding 19 150x150,Project 150x150: Silicon Rubber Molding 19 150x150,150x150,silicon-rubber-molding
d1033d2bfe7e,patina_22-768x730.jpg,Proyecto patina: patina 22 768x730,Project patina: patina 22 768x730,patina,patina
83079d97abfa,Poco_Nosotros_02-768x477.jpg,Proyecto 768x477: Poco Nosotros 02 768x477,Project 768x477: Poco Nosotros 02 768x477,768x477,
3914450e0123,Serena_13.jpg,Proyecto serena: Serena 13,Project serena: Serena 13,serena,
a58a14e03d7f,Guajiro-169x300.jpg,Proyecto 169x300: Guajiro 169x300,Project 169x300: Guajiro 169x300,169x300,
8f65af4334b7,Viaje_Fantastico_Fabelo_06-272x182.jpg,Proyecto 272x182: Viaje Fantastico Fabelo 06 272x182,Project 272x182: Viaje Fantastico Fabelo 06 272x182,272x182,
8b94b95e5df2,Saltamonte_03-272x182.jpg,Proyecto 272x182: Saltamonte 03 272x182,Project 272x182: Saltamonte 03 272x182,272x182,
d2ffdb03ee5d,Suenos_Lucas_06-300x186.jpg,Proyecto 300x186: Suenos Lucas 06 300x186,Project 300x186: Suenos Lucas 06 300x186,300x186,
70950811944b,Reflexion_07.jpg,Proyecto reflexion: Reflexion 07,Project reflexion: Reflexion 07,reflexion,
6217238774a7,Viaje_Fantastico_Fabelo_01-500x99999.jpg,Proyecto 500x99999: Viaje Fantastico Fabelo 01 500x99999,Project 500x99999: Viaje Fantastico Fabelo 01 500x99999,500x99999,
7084bfeb3abe,Engineering03.jpg,Servicio engineering: Engineering03,Service engineering: Engineering03,,engineering
92e352f19a20,Water-_Jet_06.jpg,Proyecto jet: Water  Jet 06,Project jet: Water  Jet 06,jet,water-jet
c5ba93bd0890,Reflexion_02-500x99999.jpg,Proyecto 500x99999: Reflexion 02 500x99999,Project 500x99999: Reflexion 02 500x99999,500x99999,
78c987a0c948,Durga_Ma_02-768x477.jpg,Proyecto 768x477: Durga Ma 02 768x477,Project 768x477: Durga Ma 02 768x477,768x477,
6342f86a8127,fabrica-de-arte-150x150.jpg,Proyecto 150x150: fabrica de arte 150x150,Project 150x150: fabrica de arte 150x150,150x150,
2a75fa2fa9e1,Suenos_Lucas_06-600x400.jpg,Proyecto 600x400: Suenos Lucas 06 600x400,Project 600x400: Suenos Lucas 06 600x400,600x400,
3ec4f23bd3d4,Saltamonte_08-768x477.jpg,Proyecto 768x477: Saltamonte 08 768x477,Project 768x477: Saltamonte 08 768x477,768x477,
f0f054077160,Equilibrio_05-199x300.jpg,Proyecto equilibrio: Equilibrio 05 199x300,Project equilibrio: Equilibrio 05 199x300,equilibrio,
a42e01659f8b,Armonia_26-1-300x186.jpg,Proyecto 300x186: Armonia 26 1 300x186,Project 300x186: Armonia 26 1 300x186,300x186,
5094652b027e,La_Gran_Carroza_04-300x201.jpg,Proyecto carroza: La Gran Carroza 04 300x201,Project carroza: La Gran Carroza 04 300x201,carroza,
d7abee67eb2b,Mujer_Pajaros_04.jpg,Proyecto mujer: Mujer Pajaros 04,Project mujer: Mujer Pajaros 04,mujer,
13a34d3f13da,Silicon_Rubber_Molding_03.jpg,Proyecto molding: Silicon Rubber Molding 03,Project molding: Silicon Rubber Molding 03,molding,silicon-rubber-molding
a4bfaa2840aa,Sculture__Modeling_24-150x150.jpg,Proyecto 150x150: Sculture  Modeling 24 150x150,Project 150x150: Sculture  Modeling 24 150x150,150x150,sculpture-modeling
79fdadd2fd91,Ceramic_Shell_05-180x300.jpg,Proyecto ceramic: Ceramic Shell 05 180x300,Project ceramic: Ceramic Shell 05 180x300,ceramic,ceramic-shell
562e8b34f516,Sculture__Modeling_11-272x182.jpg,Proyecto 272x182: Sculture  Modeling 11 272x182,Project 272x182: Sculture  Modeling 11 272x182,272x182,sculpture-modeling
efb4341de691,Armonia_26-272x182.jpg,Proyecto 272x182: Armonia 26 272x182,Project 272x182: Armonia 26 272x182,272x182,
c4c9c78c9d59,Restoration_02-150x150.jpg,Proyecto 150x150: Restoration 02 150x150,Project 150x150: Restoration 02 150x150,150x150,restoration
cf5152080016,La_Gran_Carroza_04-768x515.jpg,Proyecto carroza: La Gran Carroza 04 768x515,Project carroza: La Gran Carroza 04 768x515,carroza,
2a7e41a2ca52,patina_05-600x400.jpg,Proyecto 600x400: patina 05 600x400,Project 600x400: patina 05 600x400,600x400,patina
8345db878c67,patina_07-768x432.jpg,Proyecto 768x432: patina 07 768x432,Project 768x432: patina 07 768x432,768x432,patina
7fd056538bf7,Ceramic_Shell_15-272x182.jpg,Proyecto 272x182: Ceramic Shell 15 272x182,Project 272x182: Ceramic Shell 15 272x182,272x182,ceramic-shell
64bf25a206e9,Sculture__Modeling_09-300x159.jpg,Proyecto modeling: Sculture  Modeling 09 300x159,Project modeling: Sculture  Modeling 09 300x159,modeling,sculpture-modeling
c0595a81d3a3,patina_03-150x150.jpg,Proyecto 150x150: patina 03 150x150,Project 150x150: patina 03 150x150,150x150,patina
2973da43b405,patina_04-600x400.jpg,Proyecto 600x400: patina 04 600x400,Project 600x400: patina 04 600x400,600x400,patina
c1f186e45948,Lira_01-272x182.jpg,Proyecto 272x182: Lira 01 272x182,Project 272x182: Lira 01 272x182,272x182,
ef4cb21058b2,home-run-art-foundry01-272x182.jpg,Proyecto 272x182: home run art foundry01 272x182,Project 272x182: home run art foundry01 272x182,272x182,bronze-casting
95fc5df8e120,el-beso_Final_wax-500x99999.jpg,Proyecto 500x99999: el beso Final wax 500x99999,Project 500x99999: el beso Final wax 500x99999,500x99999,wax-casting
d59dede13bd7,patina_09.jpg,Proyecto patina: patina 09,Project patina: patina 09,patina,patina
7f656bb739ac,Ceramic_Shell_10-600x400.jpg,Proyecto 600x400: Ceramic Shell 10 600x400,Project 600x400: Ceramic Shell 10 600x400,600x400,ceramic-shell
4db33b822fba,home_run_art_foundry-150x150.jpg,Proyecto 150x150: home run art foundry 150x150,Project 150x150: home run art foundry 150x150,150x150,bronze-casting
8070484024ed,Clementina_02-272x182.jpg,Proyecto 272x182: Clementina 02 272x182,Project 272x182: Clementina 02 272x182,272x182,
67693ec288ad,sculpture-enlargement_07-300x205.jpg,Proyecto enlargement: sculpture enlargement 07 300x205,Project enlargement: sculpture enlargement 07 300x205,enlargement,sculpture-modeling
520f56e71750,Sculture__Modeling_25-150x150.jpg,Proyecto 150x150: Sculture  Modeling 25 150x150,Project 150x150: Sculture  Modeling 25 150x150,150x150,sculpture-modeling
b0eedb8b9827,Alexander_Arrechea_10.jpg,Proyecto alexander: Alexander Arrechea 10,Project alexander: Alexander Arrechea 10,alexander,
f7abecf37d0b,Sculture__Modeling_15.jpg,Proyecto modeling: Sculture  Modeling 15,Project modeling: Sculture  Modeling 15,modeling,sculpture-modeling
d708afac8aa1,sculpture-enlargement_07.jpg,Proyecto enlargement: sculpture enlargement 07,Project enlargement: sculpture enlargement 07,enlargement,sculpture-modeling
87de059b0cdb,Lira_02-196x300.jpg,Proyecto 196x300: Lira 02 196x300,Project 196x300: Lira 02 196x300,196x300,
94977b9542be,Alexander_Arrechea_09.jpg,Proyecto alexander: Alexander Arrechea 09,Project alexander: Alexander Arrechea 09,alexander,
a1f042f9adde,Eva_03-500x99999.jpg,Proyecto 500x99999: Eva 03 500x99999,Project 500x99999: Eva 03 500x99999,500x99999,
82c3e069da58,American_Mask_06-600x400.jpg,Proyecto 600x400: American Mask 06 600x400,Project 600x400: American Mask 06 600x400,600x400,
cc3eca1fe49a,Poco_Nosotros_08-99999x500.jpg,Proyecto 99999x500: Poco Nosotros 08 99999x500,Project 99999x500: Poco Nosotros 08 99999x500,99999x500,
6185f8eb5341,Wax_Casting_03-272x182.jpg,Proyecto 272x182: Wax Casting 03 272x182,Project 272x182: Wax Casting 03 272x182,272x182,bronze-casting
c8e25e6ea134,Lira_02-587x400.jpg,Proyecto 587x400: Lira 02 587x400,Project 587x400: Lira 02 587x400,587x400,
2da9c783245e,Tsunami-768x576.jpg,RUN Art Foundry: Tsunami 768x576,RUN Art Foundry: Tsunami 768x576,,
f8420779f62d,Sculture__Modeling_10-150x150.jpg,Proyecto 150x150: Sculture  Modeling 10 150x150,Project 150x150: Sculture  Modeling 10 150x150,150x150,sculpture-modeling
62a4ea10b477,American_Dream_01-228x300.jpg,Proyecto american: American Dream 01 228x300,Project american: American Dream 01 228x300,american,
485dcbce0f9b,sculpture-enlargement_05-169x300.jpg,Proyecto 169x300: sculpture enlargement 05 169x300,Project 169x300: sculpture enlargement 05 169x300,169x300,sculpture-modeling
2f1d882ff335,Alexander_Arrechea_08-272x182.jpg,Proyecto 272x182: Alexander Arrechea 08 272x182,Project 272x182: Alexander Arrechea 08 272x182,272x182,
d771612fa0c9,Reflexion_08.jpg,Proyecto reflexion: Reflexion 08,Project reflexion: Reflexion 08,reflexion,
